0,1,2,3,4,5,6,7,8,9,10,11,12,13
HIT-HP MVX-1408-hh-100-cc,,,,,,,,,,,,,
HIT-HP MVX-0704-hh-050-cc,,,,,,,,,,,,,
,,,,,,,,,,,,,
"gnurhewebegnähfuA
dnu
-guztlapS",,C20/25,,,,C25/30,,,,C30/37,,,
,,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",
,,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt
,,[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m]
,"As,req","0,37",,"1,27","4,16","0,37",,"1,41","4,34","0,37",,"1,41","4,36"
,"As,min","0,50",,"1,13","1,13","0,50",,"1,13","1,13","0,50",,"1,13","1,13"
,"As,prov",∅8,,∅6/22,∅8/12,∅8,,"∅6/19,5","∅8/11,5",∅8,,"∅6/19,5","∅8/11,5"
,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-46,1","128,0","-49,8","107,0","-52,0","128,0","-53,0","123,1","-53,0","128,0","-53,0","128,0"
,130,"-49,1","128,0","-53,3","107,0","-55,4","128,0","-56,5","123,1","-56,5","128,0","-56,5","128,0"
,135,"-52,1","128,0","-56,7","107,0","-58,7","128,0","-59,9","123,1","-59,9","128,0","-59,9","128,0"
,140,"-55,1","128,0","-60,1","107,0","-62,0","128,0","-63,3","123,1","-63,3","128,0","-63,3","128,0"
,145,"-58,2","128,0","-63,6","107,0","-65,4","128,0","-66,8","123,1","-66,8","128,0","-66,8","128,0"
,150,"-61,2","128,0","-67,0","107,0","-68,7","128,0","-70,2","123,1","-70,2","128,0","-70,2","128,0"
,155,"-64,2","128,0","-70,5","107,0","-72,1","128,0","-73,7","123,1","-73,7","128,0","-73,7","128,0"
,160,"-67,2","128,0","-73,9","107,0","-75,4","128,0","-77,1","123,1","-77,1","128,0","-77,1","128,0"
,165,"-70,3","128,0","-77,4","107,0","-78,8","128,0","-80,6","123,1","-80,6","128,0","-80,6","128,0"
,170,"-73,3","128,0","-80,8","107,0","-82,1","128,0","-84,0","123,1","-84,0","128,0","-84,0","128,0"
,175,"-76,3","128,0","-84,2","107,0","-85,4","128,0","-87,4","123,1","-87,4","128,0","-87,4","128,0"
,180,"-79,3","128,0","-87,7","107,0","-88,8","128,0","-90,9","123,1","-90,9","128,0","-90,9","128,0"
,185,"-82,4","128,0","-91,1","107,0","-92,1","128,0","-94,3","123,1","-94,3","128,0","-94,3","128,0"
,190,"-85,4","128,0","-94,6","107,0","-95,5","128,0","-97,8","123,1","-97,8","128,0","-97,8","128,0"
,195,"-88,4","128,0","-97,6","108,0","-98,8","128,0","-101,2","123,1","-101,2","128,0","-101,2","128,0"
,200,"-91,4","128,0","-100,6","108,9","-102,2","128,0","-104,6","123,1","-104,6","128,0","-104,6","128,0"
,205,"-94,4","128,0","-103,6","109,7","-105,5","128,0","-108,1","123,1","-108,1","128,0","-108,1","128,0"
,210,"-97,5","128,0","-106,6","110,5","-108,8","128,0","-111,5","123,1","-111,5","128,0","-111,5","128,0"
,215,"-100,5","128,0","-109,6","111,2","-112,2","128,0","-115,0","123,1","-115,0","128,0","-115,0","128,0"
,220,"-103,5","128,0","-112,6","111,9","-115,5","128,0","-118,4","123,1","-118,4","128,0","-118,4","128,0"
,225,"-106,5","128,0","-115,6","112,5","-118,9","128,0","-121,9","123,1","-121,9","128,0","-121,9","128,0"
,230,"-109,6","128,0","-118,6","113,0","-122,2","128,0","-125,3","123,1","-125,3","128,0","-125,3","128,0"
,235,"-112,6","128,0","-121,6","113,5","-125,6","128,0","-128,7","123,1","-128,7","128,0","-128,7","128,0"
,240,"-115,6","128,0","-124,6","114,0","-128,9","128,0","-132,2","123,1","-132,2","128,0","-132,2","128,0"
,245,"-118,6","128,0","-127,6","114,5","-132,2","128,0","-135,6","123,1","-135,6","128,0","-135,6","128,0"
,250,"-121,7","128,0","-130,6","114,9","-135,6","128,0","-139,1","123,1","-139,1","128,0","-139,1","128,0"
,255,"-124,7","128,0","-133,6","115,3","-138,9","128,0","-142,5","123,1","-142,5","128,0","-142,5","128,0"
,260,"-127,7","128,0","-136,6","115,7","-142,3","128,0","-145,9","123,1","-145,9","128,0","-145,9","128,0"
,265,"-130,7","128,0","-139,6","116,1","-145,6","128,0","-149,4","123,1","-149,4","128,0","-149,4","128,0"
,270,"-133,7","128,0","-142,6","116,4","-149,0","128,0","-152,8","123,1","-152,8","128,0","-152,8","128,0"
,275,"-136,8","128,0","-145,6","116,7","-152,3","128,0","-156,3","123,1","-156,3","128,0","-156,3","128,0"
,280,"-139,8","128,0","-148,6","117,1","-155,6","128,0","-159,7","123,1","-159,7","128,0","-159,7","128,0"
