0,1,2,3,4,5,6,7,8,9,10,11,12,13
HIT-HP MVX-1409-hh-100-cc,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"gnurhewebegnähfuA
dnu
-guztlapS",,C20/25,,,,C25/30,,,,C30/37,,,
,,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",
,,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt
,,[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m]
,"As,req","0,33",,"1,38","4,57","0,33",,"1,52","4,76","0,33",,"1,52","4,81"
,"As,min","0,50",,"1,13","1,13","0,50",,"1,13","1,13","0,50",,"1,13","1,13"
,"As,prov",∅8,,"∅6/20,5",∅8/11,∅8,,"∅6/18,5","∅8/10,5",∅8,,"∅6/18,5",∅8/10
,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-44,3","144,0","-52,2","107,0","-50,1","144,0","-55,1","123,1","-53,4","144,0","-55,1","136,8"
,130,"-47,0","144,0","-55,7","107,0","-53,2","144,0","-58,5","123,1","-56,7","144,0","-58,5","136,8"
,135,"-49,7","144,0","-59,1","107,0","-56,2","144,0","-62,0","123,1","-60,0","144,0","-62,0","136,8"
