0,1,2,3,4,5,6,7,8,9,10,11,12,13
HIT-HP MVX-1111-hh-100-cc,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"gnurhewebegnähfuA
dnu
-guztlapS",,C20/25,,,,C25/30,,,,C30/37,,,
,,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",
,,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt
,,[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m]
,"As,req","0,21",,"1,41","5,28","0,21",,"1,53","5,49","0,21",,"1,53","5,57"
,"As,min","0,50",,"1,13","1,13","0,50",,"1,13","1,13","0,50",,"1,13","1,13"
,"As,prov",∅8,,∅6/20,"∅8/9,5",∅8,,∅6/18,∅8/9,∅8,,∅6/18,∅8/9
,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-37,2","176,0","-46,3","144,5","-43,1","176,0","-47,9","159,9","-47,2","176,0","-47,9","173,7"
,130,"-39,3","176,0","-48,7","145,6","-45,5","176,0","-50,6","159,9","-49,9","176,0","-50,6","173,7"
,135,"-41,3","176,0","-51,0","146,6","-47,9","176,0","-53,3","159,9","-52,6","176,0","-53,3","173,7"
,140,"-43,4","176,0","-53,4","147,5","-50,2","176,0","-56,0","159,9","-55,2","176,0","-56,0","173,7"
