0,1,2,3,4,5,6,7,8,9,10,11,12,13
HIT-HP MVX-1009-hh-100-cc,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"gnurhewebegnähfuA
dnu
-guztlapS",,C20/25,,,,C25/30,,,,C30/37,,,
,,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",
,,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt
,,[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m]
,"As,req","0,24",,"1,21","4,52","0,24",,"1,32","4,63","0,24",,"1,32","4,63"
,"As,min","0,50",,"1,13","1,13","0,50",,"1,13","1,13","0,50",,"1,13","1,13"
,"As,prov",∅8,,∅6/23,∅8/11,∅8,,∅6/21,"∅8/10,5",∅8,,∅6/21,"∅8/10,5"
,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-41,3","144,0","-41,3","144,0","-42,7","144,0","-42,7","144,0","-42,7","144,0","-42,7","144,0"
,130,"-43,7","144,0","-43,7","144,0","-45,2","144,0","-45,2","144,0","-45,2","144,0","-45,2","144,0"
,135,"-46,2","144,0","-46,2","144,0","-47,6","144,0","-47,6","144,0","-47,6","144,0","-47,6","144,0"
,140,"-48,6","144,0","-48,6","144,0","-50,1","144,0","-50,1","144,0","-50,1","144,0","-50,1","144,0"
,145,"-51,1","144,0","-51,1","144,0","-52,5","144,0","-52,5","144,0","-52,5","144,0","-52,5","144,0"
,150,"-53,6","144,0","-53,6","144,0","-55,0","144,0","-55,0","144,0","-55,0","144,0","-55,0","144,0"
,155,"-55,8","144,0","-55,8","144,0","-57,5","144,0","-57,5","144,0","-57,5","144,0","-57,5","144,0"
,160,"-57,9","144,0","-57,9","144,0","-59,9","144,0","-59,9","144,0","-59,9","144,0","-59,9","144,0"
,165,"-60,1","144,0","-60,1","144,0","-62,4","144,0","-62,4","144,0","-62,4","144,0","-62,4","144,0"
,170,"-62,2","144,0","-62,2","144,0","-64,8","144,0","-64,8","144,0","-64,8","144,0","-64,8","144,0"
,175,"-64,4","144,0","-64,4","144,0","-67,3","144,0","-67,3","144,0","-67,3","144,0","-67,3","144,0"
,180,"-66,5","144,0","-66,5","144,0","-69,8","144,0","-69,8","144,0","-69,8","144,0","-69,8","144,0"
,185,"-68,7","144,0","-68,7","144,0","-72,2","144,0","-72,2","144,0","-72,2","144,0","-72,2","144,0"
,190,"-70,8","144,0","-70,8","144,0","-74,7","144,0","-74,7","144,0","-74,7","144,0","-74,7","144,0"
,195,"-72,9","144,0","-72,9","144,0","-77,1","144,0","-77,1","144,0","-77,1","144,0","-77,1","144,0"
,200,"-75,1","144,0","-75,1","144,0","-79,6","144,0","-79,6","144,0","-79,6","144,0","-79,6","144,0"
,205,"-77,2","144,0","-77,2","144,0","-82,1","144,0","-82,1","144,0","-82,1","144,0","-82,1","144,0"
,210,"-79,4","144,0","-79,4","144,0","-84,5","144,0","-84,5","144,0","-84,5","144,0","-84,5","144,0"
,215,"-81,5","144,0","-81,5","144,0","-87,0","144,0","-87,0","144,0","-87,0","144,0","-87,0","144,0"
,220,"-83,7","144,0","-83,7","144,0","-89,4","144,0","-89,4","144,0","-89,4","144,0","-89,4","144,0"
,225,"-85,8","144,0","-85,8","144,0","-91,9","144,0","-91,9","144,0","-91,9","144,0","-91,9","144,0"
,230,"-88,0","144,0","-88,0","144,0","-94,3","144,0","-94,3","144,0","-94,3","144,0","-94,3","144,0"
,235,"-90,1","144,0","-90,1","144,0","-96,8","144,0","-96,8","144,0","-96,8","144,0","-96,8","144,0"
,240,"-92,2","144,0","-92,2","144,0","-99,3","144,0","-99,3","144,0","-99,3","144,0","-99,3","144,0"
,245,"-94,4","144,0","-94,4","144,0","-101,7","144,0","-101,7","144,0","-101,7","144,0","-101,7","144,0"
,250,"-96,5","144,0","-96,5","144,0","-104,2","144,0","-104,2","144,0","-104,2","144,0","-104,2","144,0"
,255,"-98,7","144,0","-98,7","144,0","-106,6","144,0","-106,6","144,0","-106,6","144,0","-106,6","144,0"
,260,"-100,8","144,0","-100,8","144,0","-109,1","144,0","-109,1","144,0","-109,1","144,0","-109,1","144,0"
,265,"-103,0","144,0","-103,0","144,0","-111,6","144,0","-111,6","144,0","-111,6","144,0","-111,6","144,0"
,270,"-105,1","144,0","-105,1","144,0","-114,0","144,0","-114,0","144,0","-114,0","144,0","-114,0","144,0"
,275,"-107,2","144,0","-107,2","144,0","-116,5","144,0","-116,5","144,0","-116,5","144,0","-116,5","144,0"
,280,"-109,4","144,0","-109,4","144,0","-118,9","144,0","-118,9","144,0","-118,9","144,0","-118,9","144,0"
,285,"-111,5","144,0","-111,5","144,0","-121,4","144,0","-121,4","144,0","-121,4","144,0","-121,4","144,0"
,290,"-113,7","144,0","-113,7","144,0","-123,8","144,0","-123,8","144,0","-123,8","144,0","-123,8","144,0"
,295,"-115,8","144,0","-115,8","144,0","-126,3","144,0","-126,3","144,0","-126,3","144,0","-126,3","144,0"
,300,"-118,0","144,0","-118,0","144,0","-128,8","144,0","-128,8","144,0","-128,8","144,0","-128,8","144,0"
"cnom=
30mm",310,"-86,9","144,0","-86,9","144,0","-101,8","144,0","-101,8","144,0","-113,4","144,0","-113,4","144,0"
,320,"-90,1","144,0","-90,1","144,0","-105,5","144,0","-105,5","144,0","-117,6","144,0","-117,6","144,0"
"cnom=
35mm",305,"-85,3","144,0","-85,3","144,0","-100,0","144,0","-100,0","144,0","-111,4","144,0","-111,4","144,0"
,315,"-88,5","144,0","-88,5","144,0","-103,7","144,0","-103,7","144,0","-115,5","144,0","-115,5","144,0"
