0,1,2,3,4,5,6,7,8,9,10,11,12,13
HIT-HP MVX-0707-hh-100-cc,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"gnurhewebegnähfuA
dnu
-guztlapS",,C20/25,,,,C25/30,,,,C30/37,,,
,,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",,"As,Sp,h",,"As,v",
,,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt,beidseitig,,direkt,indirekt
,,[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m],[cm²],,[cm²/m],[cm²/m]
,"As,req","0,21",,"0,90","3,47","0,21",,"0,98","3,55","0,21",,"0,98","3,55"
,"As,min","0,50",,"1,13","1,13","0,50",,"1,13","1,13","0,50",,"1,13","1,13"
,"As,prov",∅8,,∅6/25,∅8/14,∅8,,∅6/25,∅8/14,∅8,,∅6/25,∅8/14
,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-29,6","112,0","-29,6","112,0","-30,5","112,0","-30,5","112,0","-30,5","112,0","-30,5","112,0"
,130,"-31,3","112,0","-31,3","112,0","-32,2","112,0","-32,2","112,0","-32,2","112,0","-32,2","112,0"
,135,"-33,0","112,0","-33,0","112,0","-33,9","112,0","-33,9","112,0","-33,9","112,0","-33,9","112,0"
,140,"-34,7","112,0","-34,7","112,0","-35,7","112,0","-35,7","112,0","-35,7","112,0","-35,7","112,0"
,145,"-36,5","112,0","-36,5","112,0","-37,4","112,0","-37,4","112,0","-37,4","112,0","-37,4","112,0"
,150,"-38,2","112,0","-38,2","112,0","-39,1","112,0","-39,1","112,0","-39,1","112,0","-39,1","112,0"
,155,"-39,9","112,0","-39,9","112,0","-40,8","112,0","-40,8","112,0","-40,8","112,0","-40,8","112,0"
,160,"-41,6","112,0","-41,6","112,0","-42,5","112,0","-42,5","112,0","-42,5","112,0","-42,5","112,0"
,165,"-43,3","112,0","-43,3","112,0","-44,3","112,0","-44,3","112,0","-44,3","112,0","-44,3","112,0"
,170,"-45,1","112,0","-45,1","112,0","-46,0","112,0","-46,0","112,0","-46,0","112,0","-46,0","112,0"
,175,"-46,8","112,0","-46,8","112,0","-47,7","112,0","-47,7","112,0","-47,7","112,0","-47,7","112,0"
,180,"-48,5","112,0","-48,5","112,0","-49,4","112,0","-49,4","112,0","-49,4","112,0","-49,4","112,0"
,185,"-50,2","112,0","-50,2","112,0","-51,1","112,0","-51,1","112,0","-51,1","112,0","-51,1","112,0"
,190,"-51,9","112,0","-51,9","112,0","-52,9","112,0","-52,9","112,0","-52,9","112,0","-52,9","112,0"
,195,"-53,7","112,0","-53,7","112,0","-54,6","112,0","-54,6","112,0","-54,6","112,0","-54,6","112,0"
,200,"-55,4","112,0","-55,4","112,0","-56,3","112,0","-56,3","112,0","-56,3","112,0","-56,3","112,0"
,205,"-57,1","112,0","-57,1","112,0","-58,0","112,0","-58,0","112,0","-58,0","112,0","-58,0","112,0"
,210,"-58,8","112,0","-58,8","112,0","-59,7","112,0","-59,7","112,0","-59,7","112,0","-59,7","112,0"
,215,"-60,6","112,0","-60,6","112,0","-61,5","112,0","-61,5","112,0","-61,5","112,0","-61,5","112,0"
,220,"-62,3","112,0","-62,3","112,0","-63,2","112,0","-63,2","112,0","-63,2","112,0","-63,2","112,0"
,225,"-64,0","112,0","-64,0","112,0","-64,9","112,0","-64,9","112,0","-64,9","112,0","-64,9","112,0"
,230,"-65,7","112,0","-65,7","112,0","-66,6","112,0","-66,6","112,0","-66,6","112,0","-66,6","112,0"
,235,"-67,4","112,0","-67,4","112,0","-68,4","112,0","-68,4","112,0","-68,4","112,0","-68,4","112,0"
,240,"-69,2","112,0","-69,2","112,0","-70,1","112,0","-70,1","112,0","-70,1","112,0","-70,1","112,0"
,245,"-70,9","112,0","-70,9","112,0","-71,8","112,0","-71,8","112,0","-71,8","112,0","-71,8","112,0"
,250,"-72,6","112,0","-72,6","112,0","-73,5","112,0","-73,5","112,0","-73,5","112,0","-73,5","112,0"
,255,"-74,3","112,0","-74,3","112,0","-75,2","112,0","-75,2","112,0","-75,2","112,0","-75,2","112,0"
,260,"-76,0","112,0","-76,0","112,0","-77,0","112,0","-77,0","112,0","-77,0","112,0","-77,0","112,0"
,265,"-77,8","112,0","-77,8","112,0","-78,7","112,0","-78,7","112,0","-78,7","112,0","-78,7","112,0"
,270,"-79,5","112,0","-79,5","112,0","-80,4","112,0","-80,4","112,0","-80,4","112,0","-80,4","112,0"
,275,"-81,2","112,0","-81,2","112,0","-82,1","112,0","-82,1","112,0","-82,1","112,0","-82,1","112,0"
,280,"-82,9","112,0","-82,9","112,0","-83,8","112,0","-83,8","112,0","-83,8","112,0","-83,8","112,0"
,285,"-84,6","112,0","-84,6","112,0","-85,6","112,0","-85,6","112,0","-85,6","112,0","-85,6","112,0"
,290,"-86,4","112,0","-86,4","112,0","-87,3","112,0","-87,3","112,0","-87,3","112,0","-87,3","112,0"
,295,"-88,1","112,0","-88,1","112,0","-89,0","112,0","-89,0","112,0","-89,0","112,0","-89,0","112,0"
,300,"-89,8","112,0","-89,8","112,0","-90,7","112,0","-90,7","112,0","-90,7","112,0","-90,7","112,0"
"cnom=
30mm",310,"-85,4","112,0","-85,4","112,0","-94,2","112,0","-94,2","112,0","-94,2","112,0","-94,2","112,0"
,320,"-88,5","112,0","-88,5","112,0","-97,6","112,0","-97,6","112,0","-97,6","112,0","-97,6","112,0"
"cnom=
35mm",305,"-83,8","112,0","-83,8","112,0","-92,4","112,0","-92,4","112,0","-92,4","112,0","-92,4","112,0"
,315,"-86,9","112,0","-86,9","112,0","-95,9","112,0","-95,9","112,0","-95,9","112,0","-95,9","112,0"
