mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-40.9,112.0,20/25,50,175,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.5-100-50
-40.9,112.0,20/25,30,155,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-15.5-100-30
-40.9,112.0,20/25,35,160,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.0-100-35
-40.9,112.0,20/25,40,165,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.5-100-40
-40.9,112.0,20/25,45,170,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.0-100-45
-40.9,112.0,20/25,50,175,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.5-100-50
-40.9,112.0,20/25,30,155,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-15.5-100-30
-40.9,112.0,20/25,35,160,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.0-100-35
-40.9,112.0,20/25,40,165,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.5-100-40
-40.9,112.0,20/25,45,170,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.0-100-45
-43.1,112.0,25/30,50,175,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.5-100-50
-43.1,112.0,25/30,30,155,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-15.5-100-30
-43.1,112.0,25/30,35,160,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.0-100-35
-43.1,112.0,25/30,40,165,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.5-100-40
-43.1,112.0,25/30,45,170,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.0-100-45
-43.1,112.0,25/30,50,175,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.5-100-50
-43.1,112.0,25/30,30,155,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-15.5-100-30
-43.1,112.0,25/30,35,160,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.0-100-35
-43.1,112.0,25/30,40,165,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-16.5-100-40
-43.1,112.0,25/30,45,170,125,2,2,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.0-100-45
-43.1,112.0,30/37,50,175,125,1,1,HIT-HP MVX-1107-hh-100-cc,HIT-HP MVX-1107-17.5-100-50
