mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-43.2,112.0,20/25,50,175,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.5-100-50
-43.2,112.0,20/25,30,155,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-15.5-100-30
-43.2,112.0,20/25,35,160,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.0-100-35
-43.2,112.0,20/25,40,165,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.5-100-40
-43.2,112.0,20/25,45,170,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.0-100-45
-46.7,66.9,20/25,50,175,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.5-100-50
-46.7,66.9,20/25,30,155,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-15.5-100-30
-46.7,66.9,20/25,35,160,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.0-100-35
-46.7,66.9,20/25,40,165,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.5-100-40
-46.7,66.9,20/25,45,170,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.0-100-45
-50.2,112.0,25/30,50,175,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.5-100-50
-50.2,112.0,25/30,30,155,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-15.5-100-30
-50.2,112.0,25/30,35,160,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.0-100-35
-50.2,112.0,25/30,40,165,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.5-100-40
-50.2,112.0,25/30,45,170,125,1,1,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.0-100-45
-50.4,111.0,25/30,50,175,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-17.5-100-50
-50.4,111.0,25/30,30,155,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-15.5-100-30
-50.4,111.0,25/30,35,160,125,2,2,HIT-HP MVX-1407-hh-100-cc,HIT-HP MVX-1407-16.0-100-35
