mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-32.5,192.0,20/25,50,175,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.5-100-50
-32.5,192.0,20/25,30,155,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-15.5-100-30
-32.5,192.0,20/25,35,160,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.0-100-35
-32.5,192.0,20/25,40,165,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.5-100-40
-32.5,192.0,20/25,45,170,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.0-100-45
-52.6,124.4,20/25,50,175,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.5-100-50
-52.6,124.4,20/25,30,155,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-15.5-100-30
-52.6,124.4,20/25,35,160,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.0-100-35
-52.6,124.4,20/25,40,165,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.5-100-40
-52.6,124.4,20/25,45,170,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.0-100-45
-38.5,192.0,25/30,50,175,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.5-100-50
-38.5,192.0,25/30,30,155,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-15.5-100-30
-38.5,192.0,25/30,35,160,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.0-100-35
-38.5,192.0,25/30,40,165,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.5-100-40
-38.5,192.0,25/30,45,170,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.0-100-45
-55.8,135.3,25/30,50,175,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.5-100-50
-55.8,135.3,25/30,30,155,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-15.5-100-30
-55.8,135.3,25/30,35,160,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.0-100-35
-55.8,135.3,25/30,40,165,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.5-100-40
-55.8,135.3,25/30,45,170,125,2,2,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.0-100-45
-42.9,192.0,30/37,50,175,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.5-100-50
-42.9,192.0,30/37,30,155,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-15.5-100-30
-42.9,192.0,30/37,35,160,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.0-100-35
-42.9,192.0,30/37,40,165,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-16.5-100-40
-42.9,192.0,30/37,45,170,125,1,1,HIT-HP MVX-1312-hh-100-cc,HIT-HP MVX-1312-17.0-100-45
