mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-12.3,32.0,20/25,50,175,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.5-100-50
-12.3,32.0,20/25,30,155,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-15.5-100-30
-12.3,32.0,20/25,35,160,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.0-100-35
-12.3,32.0,20/25,40,165,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.5-100-40
-12.3,32.0,20/25,45,170,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.0-100-45
-14.1,0.0,20/25,50,175,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.5-100-50
-14.1,0.0,20/25,30,155,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-15.5-100-30
-14.1,0.0,20/25,35,160,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.0-100-35
-14.1,0.0,20/25,40,165,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.5-100-40
-14.1,0.0,20/25,45,170,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.0-100-45
-14.3,32.0,25/30,50,175,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.5-100-50
-14.3,32.0,25/30,30,155,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-15.5-100-30
-14.3,32.0,25/30,35,160,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.0-100-35
-14.3,32.0,25/30,40,165,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.5-100-40
-14.3,32.0,25/30,45,170,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.0-100-45
-16.1,13.1,25/30,50,175,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.5-100-50
-16.1,13.1,25/30,30,155,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-15.5-100-30
-16.1,13.1,25/30,35,160,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.0-100-35
-16.1,13.1,25/30,40,165,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-16.5-100-40
-16.1,13.1,25/30,45,170,125,2,2,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.0-100-45
-14.9,32.0,30/37,50,175,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-17.5-100-50
-14.9,32.0,30/37,30,155,125,1,1,HIT-HP MVX-0502-hh-100-cc,HIT-HP MVX-0502-15.5-100-30
