mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-41.2,160.0,20/25,50,175,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-50
-41.2,160.0,20/25,30,155,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-15.5-100-30
-41.2,160.0,20/25,35,160,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-35
-41.2,160.0,20/25,40,165,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-40
-41.2,160.0,20/25,45,170,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-45
-59.1,82.5,20/25,50,175,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-50
-59.1,82.5,20/25,30,155,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-15.5-100-30
-59.1,82.5,20/25,35,160,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-35
-59.1,82.5,20/25,40,165,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-40
-59.1,82.5,20/25,45,170,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-45
-47.1,160.0,25/30,50,175,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-50
-47.1,160.0,25/30,30,155,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-15.5-100-30
-47.1,160.0,25/30,35,160,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-35
-47.1,160.0,25/30,40,165,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-40
-47.1,160.0,25/30,45,170,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-45
-62.4,98.5,25/30,50,175,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-50
-62.4,98.5,25/30,30,155,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-15.5-100-30
-62.4,98.5,25/30,35,160,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-35
-62.4,98.5,25/30,40,165,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-40
-62.4,98.5,25/30,45,170,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-45
-50.8,160.0,30/37,50,175,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-50
-50.8,160.0,30/37,30,155,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-15.5-100-30
-50.8,160.0,30/37,35,160,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-35
-50.8,160.0,30/37,40,165,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-40
-50.8,160.0,30/37,45,170,125,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-45
-62.4,112.2,30/37,50,175,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-50
-62.4,112.2,30/37,30,155,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-15.5-100-30
-62.4,112.2,30/37,35,160,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-35
-62.4,112.2,30/37,40,165,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-40
-62.4,112.2,30/37,45,170,125,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-45
-43.6,160.0,20/25,50,180,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-18.0-100-50
-43.6,160.0,20/25,30,160,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-30
-43.6,160.0,20/25,35,165,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-35
-43.6,160.0,20/25,40,170,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-40
-43.6,160.0,20/25,45,175,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-45
-63.0,82.5,20/25,50,180,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-18.0-100-50
-63.0,82.5,20/25,30,160,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-30
-63.0,82.5,20/25,35,165,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-35
-63.0,82.5,20/25,40,170,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-40
-63.0,82.5,20/25,45,175,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-45
-49.8,160.0,25/30,50,180,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-18.0-100-50
-49.8,160.0,25/30,30,160,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-30
-49.8,160.0,25/30,35,165,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-35
-49.8,160.0,25/30,40,170,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-40
-49.8,160.0,25/30,45,175,130,1,1,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-45
-66.3,98.5,25/30,50,180,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-18.0-100-50
-66.3,98.5,25/30,30,160,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.0-100-30
-66.3,98.5,25/30,35,165,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-16.5-100-35
-66.3,98.5,25/30,40,170,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.0-100-40
-66.3,98.5,25/30,45,175,130,2,2,HIT-HP MVX-1610-hh-100-cc,HIT-HP MVX-1610-17.5-100-45
