mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-9.3,58.0,20/25,50,175,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.5-100-50
-9.3,58.0,20/25,30,155,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-15.5-100-30
-9.3,58.0,20/25,35,160,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-16.0-100-35
-9.3,58.0,20/25,40,165,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-16.5-100-40
-9.3,58.0,20/25,45,170,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.0-100-45
-9.3,58.0,20/25,50,175,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.5-100-50
-9.3,58.0,20/25,30,155,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-15.5-100-30
-9.3,58.0,20/25,35,160,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-16.0-100-35
-9.3,58.0,20/25,40,165,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-16.5-100-40
-9.3,58.0,20/25,45,170,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.0-100-45
-9.5,60.4,25/30,50,175,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.5-100-50
-9.5,60.4,25/30,30,155,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-15.5-100-30
-9.5,60.4,25/30,35,160,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-16.0-100-35
-9.5,60.4,25/30,40,165,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-16.5-100-40
-9.5,60.4,25/30,45,170,125,1,1,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.0-100-45
-9.5,60.4,25/30,50,175,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-17.5-100-50
-9.5,60.4,25/30,30,155,125,2,2,HIT-HP MVX-0204-hh-100-cc,HIT-HP MVX-0204-15.5-100-30
