mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-44.3,144.0,20/25,50,175,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-50
-44.3,144.0,20/25,30,155,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-15.5-100-30
-44.3,144.0,20/25,35,160,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-35
-44.3,144.0,20/25,40,165,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-40
-44.3,144.0,20/25,45,170,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-45
-56.5,82.5,20/25,50,175,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-50
-56.5,82.5,20/25,30,155,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-15.5-100-30
-56.5,82.5,20/25,35,160,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-35
-56.5,82.5,20/25,40,165,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-40
-56.5,82.5,20/25,45,170,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-45
-50.1,144.0,25/30,50,175,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-50
-50.1,144.0,25/30,30,155,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-15.5-100-30
-50.1,144.0,25/30,35,160,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-35
-50.1,144.0,25/30,40,165,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-40
-50.1,144.0,25/30,45,170,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-45
-60.2,98.5,25/30,50,175,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-50
-60.2,98.5,25/30,30,155,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-15.5-100-30
-60.2,98.5,25/30,35,160,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-35
-60.2,98.5,25/30,40,165,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-40
-60.2,98.5,25/30,45,170,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-45
-53.4,144.0,30/37,50,175,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-50
-53.4,144.0,30/37,30,155,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-15.5-100-30
-53.4,144.0,30/37,35,160,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-35
-53.4,144.0,30/37,40,165,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-40
-53.4,144.0,30/37,45,170,125,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-45
-60.2,112.2,30/37,50,175,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-50
-60.2,112.2,30/37,30,155,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-15.5-100-30
-60.2,112.2,30/37,35,160,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-35
-60.2,112.2,30/37,40,165,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-40
-60.2,112.2,30/37,45,170,125,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-45
-47.0,144.0,20/25,50,180,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-18.0-100-50
-47.0,144.0,20/25,30,160,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-30
-47.0,144.0,20/25,35,165,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-35
-47.0,144.0,20/25,40,170,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-40
-47.0,144.0,20/25,45,175,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-45
-60.5,82.5,20/25,50,180,130,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-18.0-100-50
-60.5,82.5,20/25,30,160,130,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-30
-60.5,82.5,20/25,35,165,130,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.5-100-35
-60.5,82.5,20/25,40,170,130,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.0-100-40
-60.5,82.5,20/25,45,175,130,2,2,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-17.5-100-45
-53.2,144.0,25/30,50,180,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-18.0-100-50
-53.2,144.0,25/30,30,160,130,1,1,HIT-HP MVX-1609-hh-100-cc,HIT-HP MVX-1609-16.0-100-30
