mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-41.2,160.0,20/25,50,175,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.5-100-50
-41.2,160.0,20/25,30,155,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-15.5-100-30
-41.2,160.0,20/25,35,160,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.0-100-35
-41.2,160.0,20/25,40,165,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.5-100-40
-41.2,160.0,20/25,45,170,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.0-100-45
-63.2,57.9,20/25,50,175,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.5-100-50
-63.2,57.9,20/25,30,155,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-15.5-100-30
-63.2,57.9,20/25,35,160,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.0-100-35
-63.2,57.9,20/25,40,165,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.5-100-40
-63.2,57.9,20/25,45,170,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.0-100-45
-47.1,160.0,25/30,50,175,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.5-100-50
-47.1,160.0,25/30,30,155,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-15.5-100-30
-47.1,160.0,25/30,35,160,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.0-100-35
-47.1,160.0,25/30,40,165,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.5-100-40
-47.1,160.0,25/30,45,170,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.0-100-45
-67.5,73.9,25/30,50,175,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.5-100-50
-67.5,73.9,25/30,30,155,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-15.5-100-30
-67.5,73.9,25/30,35,160,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.0-100-35
-67.5,73.9,25/30,40,165,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.5-100-40
-67.5,73.9,25/30,45,170,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.0-100-45
-50.8,160.0,30/37,50,175,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.5-100-50
-50.8,160.0,30/37,30,155,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-15.5-100-30
-50.8,160.0,30/37,35,160,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.0-100-35
-50.8,160.0,30/37,40,165,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.5-100-40
-50.8,160.0,30/37,45,170,125,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.0-100-45
-67.5,87.6,30/37,50,175,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.5-100-50
-67.5,87.6,30/37,30,155,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-15.5-100-30
-67.5,87.6,30/37,35,160,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.0-100-35
-67.5,87.6,30/37,40,165,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-16.5-100-40
-67.5,87.6,30/37,45,170,125,2,2,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-17.0-100-45
-43.6,160.0,20/25,50,180,130,1,1,HIT-HP MVX-1810-hh-100-cc,HIT-HP MVX-1810-18.0-100-50
