mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-45.9,96.0,25/30,45,175,130,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-45
-48.3,82.8,25/30,50,180,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-50
-48.3,82.8,25/30,30,160,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.0-100-30
-48.3,82.8,25/30,35,165,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-35
-48.3,82.8,25/30,40,170,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-40
-48.3,82.8,25/30,45,175,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-45
-48.0,96.0,30/37,50,180,130,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-50
-48.0,96.0,30/37,30,160,130,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.0-100-30
-48.0,96.0,30/37,35,165,130,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-35
-48.0,96.0,30/37,40,170,130,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-40
-48.0,96.0,30/37,45,175,130,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-45
-48.3,93.9,30/37,50,180,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-50
-48.3,93.9,30/37,30,160,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.0-100-30
-48.3,93.9,30/37,35,165,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-35
-48.3,93.9,30/37,40,170,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-40
-48.3,93.9,30/37,45,175,130,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-45
-42.1,96.0,20/25,50,185,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-50
-42.1,96.0,20/25,30,165,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-30
-42.1,96.0,20/25,35,170,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-35
-42.1,96.0,20/25,40,175,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-40
-42.1,96.0,20/25,45,180,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-45
-47.8,27.1,20/25,50,185,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-50
-47.8,27.1,20/25,30,165,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-30
-47.8,27.1,20/25,35,170,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-35
-47.8,27.1,20/25,40,175,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-40
-47.8,27.1,20/25,45,180,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-45
-48.9,96.0,25/30,50,185,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-50
-48.9,96.0,25/30,30,165,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-30
-48.9,96.0,25/30,35,170,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-35
-48.9,96.0,25/30,40,175,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-40
-48.9,96.0,25/30,45,180,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-45
-51.5,82.8,25/30,50,185,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-50
-51.5,82.8,25/30,30,165,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-30
-51.5,82.8,25/30,35,170,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-35
-51.5,82.8,25/30,40,175,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-40
-51.5,82.8,25/30,45,180,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-45
-51.2,96.0,30/37,50,185,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-50
-51.2,96.0,30/37,30,165,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-30
-51.2,96.0,30/37,35,170,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-35
-51.2,96.0,30/37,40,175,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-40
-51.2,96.0,30/37,45,180,135,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-45
-51.5,93.9,30/37,50,185,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-50
-51.5,93.9,30/37,30,165,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-16.5-100-30
-51.5,93.9,30/37,35,170,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-35
-51.5,93.9,30/37,40,175,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-40
-51.5,93.9,30/37,45,180,135,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-45
-44.6,96.0,20/25,50,190,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-50
-44.6,96.0,20/25,30,170,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-30
-44.6,96.0,20/25,35,175,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-35
-44.6,96.0,20/25,40,180,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-40
-44.6,96.0,20/25,45,185,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-45
-51.0,27.1,20/25,50,190,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-50
-51.0,27.1,20/25,30,170,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-30
-51.0,27.1,20/25,35,175,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-35
-51.0,27.1,20/25,40,180,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-40
-51.0,27.1,20/25,45,185,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-45
-51.8,96.0,25/30,50,190,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-50
-51.8,96.0,25/30,30,170,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-30
-51.8,96.0,25/30,35,175,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-35
-51.8,96.0,25/30,40,180,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-40
-51.8,96.0,25/30,45,185,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-45
-54.7,82.8,25/30,50,190,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-50
-54.7,82.8,25/30,30,170,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-30
-54.7,82.8,25/30,35,175,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-35
-54.7,82.8,25/30,40,180,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-40
-54.7,82.8,25/30,45,185,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-45
-54.3,96.0,30/37,50,190,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-50
-54.3,96.0,30/37,30,170,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-30
-54.3,96.0,30/37,35,175,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-35
-54.3,96.0,30/37,40,180,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-40
-54.3,96.0,30/37,45,185,140,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-45
-54.7,93.9,30/37,50,190,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-50
-54.7,93.9,30/37,30,170,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.0-100-30
-54.7,93.9,30/37,35,175,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-35
-54.7,93.9,30/37,40,180,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-40
-54.7,93.9,30/37,45,185,140,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-45
-47.1,96.0,20/25,50,195,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-50
-47.1,96.0,20/25,30,175,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-30
-47.1,96.0,20/25,35,180,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-35
-47.1,96.0,20/25,40,185,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-40
-47.1,96.0,20/25,45,190,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-45
-54.2,27.1,20/25,50,195,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-50
-54.2,27.1,20/25,30,175,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-30
-54.2,27.1,20/25,35,180,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-35
-54.2,27.1,20/25,40,185,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-40
-54.2,27.1,20/25,45,190,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-45
-54.7,96.0,25/30,50,195,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-50
-54.7,96.0,25/30,30,175,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-30
-54.7,96.0,25/30,35,180,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-35
-54.7,96.0,25/30,40,185,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-40
-54.7,96.0,25/30,45,190,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-45
-57.9,82.8,25/30,50,195,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-50
-57.9,82.8,25/30,30,175,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-30
-57.9,82.8,25/30,35,180,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-35
-57.9,82.8,25/30,40,185,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-40
-57.9,82.8,25/30,45,190,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-45
-57.5,96.0,30/37,50,195,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-50
-57.5,96.0,30/37,30,175,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-30
-57.5,96.0,30/37,35,180,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-35
-57.5,96.0,30/37,40,185,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-40
-57.5,96.0,30/37,45,190,145,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-45
-57.9,93.9,30/37,50,195,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-50
-57.9,93.9,30/37,30,175,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-17.5-100-30
-57.9,93.9,30/37,35,180,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-35
-57.9,93.9,30/37,40,185,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-40
-57.9,93.9,30/37,45,190,145,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-45
-49.7,96.0,20/25,50,200,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-50
-49.7,96.0,20/25,30,180,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-30
-49.7,96.0,20/25,35,185,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-35
-49.7,96.0,20/25,40,190,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-40
-49.7,96.0,20/25,45,195,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-45
-57.4,27.1,20/25,50,200,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-50
-57.4,27.1,20/25,30,180,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-30
-57.4,27.1,20/25,35,185,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-35
-57.4,27.1,20/25,40,190,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-40
-57.4,27.1,20/25,45,195,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-45
-57.7,96.0,25/30,50,200,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-50
-57.7,96.0,25/30,30,180,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-30
-57.7,96.0,25/30,35,185,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-35
-57.7,96.0,25/30,40,190,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-40
-57.7,96.0,25/30,45,195,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-45
-61.1,82.8,25/30,50,200,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-50
-61.1,82.8,25/30,30,180,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-30
-61.1,82.8,25/30,35,185,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-35
-61.1,82.8,25/30,40,190,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-40
-61.1,82.8,25/30,45,195,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-45
-60.6,96.0,30/37,50,200,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-50
-60.6,96.0,30/37,30,180,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-30
-60.6,96.0,30/37,35,185,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-35
-60.6,96.0,30/37,40,190,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-40
-60.6,96.0,30/37,45,195,150,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-45
-61.1,93.9,30/37,50,200,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-50
-61.1,93.9,30/37,30,180,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.0-100-30
-61.1,93.9,30/37,35,185,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-35
-61.1,93.9,30/37,40,190,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-40
-61.1,93.9,30/37,45,195,150,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-45
-52.2,96.0,20/25,50,205,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.5-100-50
-52.2,96.0,20/25,30,185,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-30
-52.2,96.0,20/25,35,190,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-35
-52.2,96.0,20/25,40,195,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-40
-52.2,96.0,20/25,45,200,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-45
-60.6,27.1,20/25,50,205,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.5-100-50
-60.6,27.1,20/25,30,185,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-30
-60.6,27.1,20/25,35,190,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-35
-60.6,27.1,20/25,40,195,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-40
-60.6,27.1,20/25,45,200,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-45
-60.6,96.0,25/30,50,205,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.5-100-50
-60.6,96.0,25/30,30,185,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-30
-60.6,96.0,25/30,35,190,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-35
-60.6,96.0,25/30,40,195,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-40
-60.6,96.0,25/30,45,200,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-45
-64.3,82.8,25/30,50,205,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.5-100-50
-64.3,82.8,25/30,30,185,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-30
-64.3,82.8,25/30,35,190,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-35
-64.3,82.8,25/30,40,195,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-40
-64.3,82.8,25/30,45,200,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-45
-63.8,96.0,30/37,50,205,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.5-100-50
-63.8,96.0,30/37,30,185,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-30
-63.8,96.0,30/37,35,190,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-35
-63.8,96.0,30/37,40,195,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-40
-63.8,96.0,30/37,45,200,155,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-45
-64.3,93.9,30/37,50,205,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.5-100-50
-64.3,93.9,30/37,30,185,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-18.5-100-30
-64.3,93.9,30/37,35,190,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-35
-64.3,93.9,30/37,40,195,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-40
-64.3,93.9,30/37,45,200,155,2,2,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-45
-54.8,96.0,20/25,50,210,160,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-21.0-100-50
-54.8,96.0,20/25,30,190,160,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.0-100-30
-54.8,96.0,20/25,35,195,160,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-19.5-100-35
-54.8,96.0,20/25,40,200,160,1,1,HIT-HP MVX-1306-hh-100-cc,HIT-HP MVX-1306-20.0-100-40
