mrd,vrd,c,cc,hh,h,mrd_type,vrd_type,product_type,new_product_type
-32.5,192.0,20/25,50,175,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-50
-32.5,192.0,20/25,30,155,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-15.5-100-30
-32.5,192.0,20/25,35,160,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-35
-32.5,192.0,20/25,40,165,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-40
-32.5,192.0,20/25,45,170,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-45
-42.9,158.9,20/25,50,175,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-50
-42.9,158.9,20/25,30,155,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-15.5-100-30
-42.9,158.9,20/25,35,160,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-35
-42.9,158.9,20/25,40,165,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-40
-42.9,158.9,20/25,45,170,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-45
-38.5,192.0,25/30,50,175,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-50
-38.5,192.0,25/30,30,155,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-15.5-100-30
-38.5,192.0,25/30,35,160,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-35
-38.5,192.0,25/30,40,165,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-40
-38.5,192.0,25/30,45,170,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-45
-44.8,172.2,25/30,50,175,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-50
-44.8,172.2,25/30,30,155,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-15.5-100-30
-44.8,172.2,25/30,35,160,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-35
-44.8,172.2,25/30,40,165,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-40
-44.8,172.2,25/30,45,170,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-45
-42.9,192.0,30/37,50,175,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-50
-42.9,192.0,30/37,30,155,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-15.5-100-30
-42.9,192.0,30/37,35,160,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-35
-42.9,192.0,30/37,40,165,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-40
-42.9,192.0,30/37,45,170,125,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-45
-44.8,186.0,30/37,50,175,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-50
-44.8,186.0,30/37,30,155,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-15.5-100-30
-44.8,186.0,30/37,35,160,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-35
-44.8,186.0,30/37,40,165,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-40
-44.8,186.0,30/37,45,170,125,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-45
-34.3,192.0,20/25,50,180,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.0-100-50
-34.3,192.0,20/25,30,160,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-30
-34.3,192.0,20/25,35,165,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-35
-34.3,192.0,20/25,40,170,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-40
-34.3,192.0,20/25,45,175,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-45
-45.1,159.8,20/25,50,180,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.0-100-50
-45.1,159.8,20/25,30,160,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-30
-45.1,159.8,20/25,35,165,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-35
-45.1,159.8,20/25,40,170,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-40
-45.1,159.8,20/25,45,175,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-45
-40.5,192.0,25/30,50,180,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.0-100-50
-40.5,192.0,25/30,30,160,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-30
-40.5,192.0,25/30,35,165,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-35
-40.5,192.0,25/30,40,170,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-40
-40.5,192.0,25/30,45,175,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-45
-47.3,172.2,25/30,50,180,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.0-100-50
-47.3,172.2,25/30,30,160,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-30
-47.3,172.2,25/30,35,165,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-35
-47.3,172.2,25/30,40,170,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-40
-47.3,172.2,25/30,45,175,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-45
-45.3,192.0,30/37,50,180,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.0-100-50
-45.3,192.0,30/37,30,160,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-30
-45.3,192.0,30/37,35,165,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-35
-45.3,192.0,30/37,40,170,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-40
-45.3,192.0,30/37,45,175,130,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-45
-47.3,186.0,30/37,50,180,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.0-100-50
-47.3,186.0,30/37,30,160,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.0-100-30
-47.3,186.0,30/37,35,165,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-35
-47.3,186.0,30/37,40,170,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-40
-47.3,186.0,30/37,45,175,130,2,2,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-45
-36.0,192.0,20/25,50,185,135,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-18.5-100-50
-36.0,192.0,20/25,30,165,135,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-16.5-100-30
-36.0,192.0,20/25,35,170,135,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.0-100-35
-36.0,192.0,20/25,40,175,135,1,1,HIT-HP MVX-1012-hh-100-cc,HIT-HP MVX-1012-17.5-100-40
